epoch;loss;val_loss
0;0.7025923442840576;0.6921022748947143
1;0.6923416090011597;0.6878195953369141
2;0.6877197241783142;0.6855107975006104
3;0.6850522708892822;0.6829236102104187
4;0.6826340770721435;0.6804149770736694
5;0.6802373623847962;0.6779013991355896
6;0.6778553771972656;0.6753804016113282
7;0.6754720330238342;0.6728966546058655
8;0.6731143999099731;0.6704309916496277
9;0.6707527780532837;0.6679703974723816
10;0.668430302143097;0.6654844379425049
11;0.666098666191101;0.6630924153327942
12;0.6638049340248108;0.6606582951545715
13;0.6614965224266052;0.658260953426361
14;0.6592393779754638;0.6558878517150879
15;0.6569877529144287;0.6535281753540039
16;0.6547457790374756;0.6511576437950134
17;0.6525186848640442;0.6487962245941162
18;0.6502950024604798;0.6464662075042724
19;0.6481048083305359;0.6442067432403564
20;0.6459391260147095;0.6418928623199462
21;0.6437746024131775;0.6396458339691162
22;0.6416424465179443;0.6374381470680237
23;0.639512243270874;0.6351917052268982
24;0.6373927354812622;0.6329938769340515
25;0.6352715110778808;0.6307752394676208
26;0.6331690740585327;0.6285571956634521
27;0.6310751724243164;0.6263827562332154
28;0.6290021467208863;0.624181797504425
29;0.6269176435470581;0.6220291495323181
30;0.6248670816421509;0.6198493671417237
31;0.622825357913971;0.617656614780426
32;0.6207935357093811;0.6155316138267517
33;0.6187799835205078;0.6134583640098572
34;0.6167844152450561;0.6113668847084045
35;0.6148104190826416;0.6093365573883056
36;0.6128461694717408;0.6073312401771546
37;0.6108962535858155;0.60531094789505
38;0.6089574766159057;0.6032424330711365
39;0.607024278640747;0.601249692440033
40;0.6051115417480468;0.599245970249176
41;0.603213529586792;0.5972480010986329
42;0.6013181209564209;0.5952741599082947
43;0.5994361543655395;0.593323929309845
44;0.5975688219070434;0.5913815569877624
45;0.5957166957855224;0.5894642829895019
46;0.593867506980896;0.587519998550415
47;0.5920167875289917;0.5855668997764587
48;0.5901909875869751;0.5836159229278565
49;0.588361554145813;0.5817353057861329
50;0.5865552949905396;0.5798389101028443
51;0.5847675704956055;0.577947416305542
52;0.5829827523231507;0.5760898351669311
53;0.5812146234512329;0.5742578101158142
54;0.579458417892456;0.5724225854873657
55;0.5777160167694092;0.5705667209625244
56;0.5759830760955811;0.5687513518333435
57;0.5742606425285339;0.5669730234146119
58;0.5725445413589477;0.5652057766914368
59;0.5708555006980895;0.5634220552444458
60;0.5691632676124573;0.5616355586051941
61;0.5675001525878907;0.5598370790481567
62;0.5658290600776672;0.5581061053276062
63;0.5641810083389283;0.5563832283020019
64;0.5625372123718262;0.5546943497657776
65;0.5609078645706177;0.552974112033844
66;0.5592756772041321;0.5512714457511901
67;0.557663791179657;0.5495450162887573
68;0.5560420846939087;0.5478407001495361
69;0.5544387674331666;0.5461421132087707
70;0.5528480815887451;0.5444591856002807
71;0.5512757062911987;0.5428020787239075
72;0.5497100114822387;0.5411464667320252
73;0.548166618347168;0.5394662523269653
74;0.5466205835342407;0.5378294992446899
75;0.5450951385498047;0.536223669052124
76;0.5435646224021912;0.5346568775177002
77;0.5420513200759888;0.5330887770652771
78;0.5405498886108399;0.5315059447288513
79;0.5390560483932495;0.5299330139160157
80;0.5375715231895447;0.5283653092384338
81;0.5361058807373047;0.5268449020385743
82;0.5346559476852417;0.5253270673751831
83;0.5332109975814819;0.5237864708900452
84;0.5317716598510742;0.5222771859169006
85;0.5303306293487549;0.520814528465271
86;0.5289295482635498;0.5193223810195923
87;0.5275191926956176;0.5178600716590881
88;0.5261074781417847;0.5163754940032959
89;0.5247070074081421;0.5148780727386475
90;0.5233127307891846;0.5134396624565124
91;0.5219291281700135;0.5119809055328369
92;0.5205666875839233;0.510503625869751
93;0.5192070817947387;0.5090890979766846
94;0.5178695225715637;0.5076595711708068
95;0.5165182590484619;0.5062340831756592
96;0.5151921939849854;0.5048075222969055
97;0.5138666105270385;0.5034003615379333
98;0.5125538206100464;0.5020128798484802
99;0.5112487125396729;0.500643117427826
