epoch;loss;val_loss
0;0.2862705510109663;0.17675254344940186
1;0.17317460775375365;0.15827840119600295
2;0.1570742428302765;0.14841911792755128
3;0.14711455143988134;0.14560295045375823
4;0.13657904490828515;0.12953637167811394
5;0.1293456194922328;0.12466703206300736
6;0.1208469107747078;0.1145610310137272
7;0.1174541961401701;0.12079811170697212
8;0.10994464978575706;0.10941268876194954
9;0.10533975213766097;0.10614560693502426
10;0.10188940297812224;0.10564466938376427
11;0.09980757310986518;0.1031145766377449
12;0.09468642957508563;0.10433811992406845
13;0.09244361612945795;0.10077961683273315
14;0.09170340299606324;0.0954893745481968
15;0.08959103915840387;0.10164856314659118
16;0.08826311621814967;0.09570471718907356
17;0.08500561472028494;0.1006135530769825
18;0.08181017991155386;0.09426650777459145
19;0.07864646278321744;0.0958160012960434
20;0.0784795805811882;0.09222851619124413
21;0.07490501906722784;0.09205507561564445
22;0.07401011819019913;0.09131056368350983
23;0.07034863801673055;0.09316477403044701
24;0.0682497588917613;0.09257982820272445
25;0.06610931884497404;0.09857367500662803
26;0.0676416008733213;0.09692054018378257
27;0.06436835648491979;0.09871271327137947
28;0.060023140721023084;0.0958621084690094
29;0.05808265469968319;0.09845835939049721
30;0.05503888074308634;0.104757159948349
31;0.05333464946597814;0.1019323006272316
32;0.051034887135028836;0.1083779752254486
33;0.04754404500126839;0.10945641249418259
34;0.0466157678514719;0.11286797225475312
35;0.0444769024848938;0.11768759265542031
36;0.04440645361319184;0.11009455472230911
37;0.04702863143756986;0.11351841762661934
38;0.04066550275310874;0.12266165912151336
39;0.038091801572591066;0.12631170228123664
40;0.037035442516207696;0.13478238135576248
41;0.03563814735971391;0.1396076761186123
42;0.03507000831887126;0.13594455868005753
43;0.03644666774198413;0.13366132900118827
44;0.0343699284363538;0.13666046559810638
45;0.0326950476039201;0.14594706520438194
46;0.031562378723174335;0.1479483351111412
47;0.030933791399002077;0.15225868299603462
48;0.030869500152766703;0.15343200415372849
49;0.03078181310556829;0.15100486800074578
50;0.03086740239523351;0.1537189617753029
51;0.028533611493185163;0.16098740994930266
52;0.027627540240064263;0.16024185121059417
53;0.02779068988747895;0.1603879451751709
54;0.02789753284305334;0.1529657281935215
55;0.027244169684126972;0.1659684509038925
56;0.026374830584973096;0.172974893450737
57;0.02622286123223603;0.15775278806686402
58;0.07058091973885894;0.10543808117508888
59;0.07845438160002231;0.08847562298178673
60;0.06332620223984123;0.09418085739016532
61;0.06224207812920213;0.09124728217720986
62;0.051063950266689064;0.10142869055271149
63;0.04286619341000915;0.11377188861370087
64;0.03906885972246528;0.11792953610420227
65;0.03619696232490242;0.12415129020810127
66;0.03252333556301892;0.13304118663072587
67;0.030862125009298323;0.1424707755446434
68;0.02938099829480052;0.1466945469379425
69;0.028151573333889245;0.1559659644961357
70;0.0272833330091089;0.1622467115521431
71;0.026509371353313327;0.15853673219680786
72;0.025740894535556436;0.16219883263111115
73;0.025054271332919598;0.16474359333515168
74;0.02473845174536109;0.16449459344148637
75;0.025056971609592436;0.16516073495149614
76;0.0241140971891582;0.1684507593512535
77;0.023548515560105444;0.17681017220020295
78;0.023305403534322977;0.17477734088897706
79;0.02266878942027688;0.17848229706287383
80;0.02211264902725816;0.1790456473827362
81;0.021968590654432775;0.17788134813308715
82;0.02186083346605301;0.1806484118103981
83;0.021050144033506513;0.1842857912182808
84;0.020841024024412035;0.1804266557097435
85;0.02286847298964858;0.16845447123050689
86;0.02191659896634519;0.18145526051521302
87;0.020394238643348217;0.18804721683263778
88;0.019779658317565917;0.18831931352615355
89;0.019673676416277885;0.19350936710834504
90;0.019377175718545914;0.18904642015695572
91;0.019312951341271402;0.1908955007791519
92;0.019679632550105453;0.18857795000076294
93;0.019152221130207182;0.1935007318854332
94;0.019286739360541105;0.1963849723339081
95;0.01874518715776503;0.19149199575185777
96;0.018667060206644236;0.19127675890922546
97;0.20034704422578214;0.15649887025356293
98;0.1492479506880045;0.13722973465919494
99;0.13860721234232187;0.13082634210586547
